name,class,branch,faction,stars,position,tags,trait,availability,icon,description,phrase,file_no.,gender,height,mobility,endurance,internal_name,base_hp,elite_1_hp,elite_2_hp,max_hp,trust_hp,base_atk,elite_1_atk,elite_2_atk,max_atk,trust_atk,base_def,elite_1_def,elite_2_def,max_def,trust_def,base_res,elite_1_res,elite_2_res,max_res,base_redeploy,elite_1_redeploy,elite_2_redeploy,max_redeploy,base_dp_cost,elite_1_dp_cost,elite_2_dp_cost,max_dp_cost,base_block,elite_1_block,elite_2_block,max_block,base_interval,elite_1_interval,elite_2_interval,max_interval,images,experience,place_of_birth,date_of_birth,race,infection_status,strength,tactical_acumen,combat_skill,arts_adaptability
Phantom,Specialist,Executor,Victoria,6-star,Melee,"['Fast-Redeploy', 'Crowd-Control', 'DPS']",Significantly reduced Redeployment Time,Headhunting,https://static.wikia.nocookie.net/mrfz/images/f/f8/Phantom_icon.png/revision/latest/scale-to-width-down/120?cb=20200426100549,"Phantom, Rhodes Island Operator, melts into the night like a shadow.","If you're in a hurry, try calling his code name – he just might appear behind you.",R109,Male,185 cm,Outstanding,Standard,char_250_phatom,769,1026,1283,1645,,215,317,435,558,90.0,144,207,270,322,,0,0,0,0,18s,18s,18s,18s,8,8,10,10,1,1,1,1,0.93s,0.93s,0.93s,0.93s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/e/ec/Phantom.png/revision/latest?cb=20200422222319', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/e/e4/Phantom_Elite_2.png/revision/latest?cb=20200422222320', 'Dream Within a Dreammare': 'https://static.wikia.nocookie.net/mrfz/images/d/db/Phantom_Skin_1.png/revision/latest?cb=20201015205140', 'Focus': 'https://static.wikia.nocookie.net/mrfz/images/c/cf/Phantom_Skin_2.png/revision/latest?cb=20220331095941'}",9 years,Victoria,January 19th,Feline,Crystals have appeared on his body. Infection confirmed by medical examination.,Standard,Excellent,Excellent,Normal
Rosa (Роса),Sniper,Besieger,Ursus Student Self-Governing Group,6-star,Ranged,"['DPS', 'Crowd-Control']",Attacks the heaviest enemy first,Headhunting,https://static.wikia.nocookie.net/mrfz/images/0/02/Rosa_icon.png/revision/latest/scale-to-width-down/120?cb=20200618201015,"Rosa, a member of the Ursus Student Self-Governing Group, is ready to welcome a new life.",Give her some time.,USS4,Female,174 cm,Normal,Standard,char_197_poca,800,1067,1351,1755,,492,684,856,1032,110.0,60,80,100,122,,0,0,0,0,70s,70s,70s,70s,22,22,24,24,1,1,1,1,2.4s,2.4s,2.4s,2.4s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/8/86/Rosa.png/revision/latest?cb=20201009003142', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/3/36/Rosa_Elite_2.png/revision/latest?cb=20201009003149', 'Masterpiece': 'https://static.wikia.nocookie.net/mrfz/images/6/6f/Rosa_Skin_1.png/revision/latest?cb=20211101160637'}",None,Ursus,October 31st,Ursus,Medical tests have confirmed that no infection is present.,Standard,Excellent,Standard,Standard
Rosmontis,Sniper,Flinger,Rhodes Island Elite Operators,6-star,Ranged,['DPS'],Attacks deal two instances of Physical damage to ground enemies in a small area (The second instance is a shockwave that has half the normal ATK),Headhunting (Celebration limited),https://static.wikia.nocookie.net/mrfz/images/4/4a/Rosmontis_icon.png/revision/latest/scale-to-width-down/120?cb=20201101084147,"Rosmontis, Rhodes Island Elite Operator, pushes open your office door by hand.",Her equipment's not on her. No need to worry about her remembering you ate her snacks yesterday. Probably.,RE45,Female,142 cm,Standard/Excellent,Normal/Outstanding,char_391_rosmon,874,1166,1477,1944,,341,461,584,688,60.0,123,160,200,245,30.0,10,10,15,15,70s,70s,70s,70s,23,23,25,25,1,1,1,1,2.1s,2.1s,2.1s,2.1s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/c/c4/Rosmontis.png/revision/latest?cb=20201101084619', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/3/36/Rosmontis_Elite_2.png/revision/latest?cb=20201101084807'}",1 year,Columbia,July 6th,Feline,Crystals have appeared on her body. Infection confirmed by medical examination.,Normal/■■,Standard/––,Normal/Standard,Outstanding/––The above results represent the highest recorded performance achieved by Operator Rosmontis and her Originium Arts respectively. All examinations pertaining to Rosmontis's Originium Arts will be performed outdoors.
Saga,Vanguard,Pioneer,Higashi,6-star,Melee,"['DP-Recovery', 'DPS']",Blocks 2 enemies,Headhunting,https://static.wikia.nocookie.net/mrfz/images/2/2b/Saga_icon.png/revision/latest/scale-to-width-down/120?cb=20210205131830,"The wandering monk, Saga, joins in on the action wherever she goes.",A heart like lapis. Cleanse the six senses.,HK13,Female,164 cm,Standard,Standard,char_362_saga,892,1174,1609,2205,,218,316,434,530,85.0,148,219,297,372,,0,0,0,0,70s,70s,70s,70s,12,12,14,14,2,2,2,2,1.05s,1.05s,1.05s,1.05s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/a/a4/Saga.png/revision/latest?cb=20210205142544', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/2/26/Saga_Elite_2.png/revision/latest?cb=20210205142606'}",2 years,Higashi,December 31st,Perro,Medical tests have confirmed that no infection is present.,Standard,Standard,Excellent,Standard
Saileach,Vanguard,Standard Bearer,Victoria,6-star,Melee,"['DP-Recovery', 'Support']",Cannot block enemies during the skill duration,Headhunting,https://static.wikia.nocookie.net/mrfz/images/1/19/Saileach_icon.png/revision/latest/scale-to-width-down/120?cb=20210917041653,Standard-bearer Saileach has come to Rhodes Island from County Hillock.,The banner keeps waving. Faith never dies.,VC10,Female,166 cm,Standard,Excellent,char_479_sleach,771,1057,1339,1835,,243,348,458,546,40.0,169,236,311,367,40.0,0,0,0,0,70s,70s,70s,70s,10,10,12,12,1,1,1,1,1.3s,1.3s,1.3s,1.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/4/4b/Saileach.png/revision/latest?cb=20210917044626', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/7/7c/Saileach_Elite_2.png/revision/latest?cb=20210917044621', 'Appreciate Fragrance': 'https://static.wikia.nocookie.net/mrfz/images/f/f8/Saileach_Skin_1.png/revision/latest?cb=20220315100031'}",2 years,Victoria,May 31st,Vouivre,Medical tests have confirmed that no infection is present.,Excellent,Normal,Standard,Standard
Saria,Defender,Guardian,Rhine Lab,6-star,Melee,"['Defense', 'Healing', 'Support']",Can heal allies by using the skill,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/1/12/Saria_icon.png/revision/latest/scale-to-width-down/120?cb=20190620083318,"Saria, former researcher of Rhine Lab, will serve as a core part of the squad's defense and healing unit on the battlefield.",Diamond is more flexible than she is.,RL02,Female,174 cm,Normal,Excellent,char_202_demnkni,1309,1769,2268,3150,,200,287,388,485,50.0,248,365,487,595,60.0,10,10,10,10,70s,70s,70s,70s,18,18,20,22,2,2,3,3,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/b/b5/Saria.png/revision/latest?cb=20190625063653', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/e/e8/Saria_Elite_2.png/revision/latest?cb=20190625063654', 'Stronghold': 'https://static.wikia.nocookie.net/mrfz/images/d/d1/Saria_Skin_1.png/revision/latest?cb=20200501183635', 'The Law': 'https://static.wikia.nocookie.net/mrfz/images/1/11/Saria_Skin_2.png/revision/latest?cb=20210117001453'}",5 years,Columbia,April 23rd,Vouivre,Medical tests have confirmed that no infection is present.,Excellent,Excellent,Excellent,Outstanding
Schwarz,Sniper,Heavyshooter,Siesta,6-star,Ranged,['DPS'],High accuracy point-blank shot,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/d/d8/Schwarz_icon.png/revision/latest/scale-to-width-down/120?cb=20190829230800,"Schwarz, Operator of Rhodes Island, will protect you from the shadows.",Keep her away from the faint of heart.,SS02,Female,169 cm,Excellent,Standard,char_340_shwaz,781,1086,1393,1833,,357,490,646,840,100.0,86,123,164,225,,0,0,0,0,70s,70s,70s,70s,16,16,18,20,1,1,1,1,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/1/14/Schwarz.png/revision/latest?cb=20210913141154', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/5/5f/Schwarz_Elite_2.png/revision/latest?cb=20190829230759', 'Presents': 'https://static.wikia.nocookie.net/mrfz/images/b/b6/Schwarz_Skin_1.png/revision/latest?cb=20200201075134', 'Skyline': 'https://static.wikia.nocookie.net/mrfz/images/b/b1/Schwarz_Skin_2.png/revision/latest?cb=20210406105156'}",20 years,Rim Billiton,Individual exhibits memory loss regarding this information.,Feline,Originium crystals have appeared on her body. Medical tests have confirmed her infection.,Standard,Excellent,Excellent,Standard
Shining,Medic,Medic,Followers,6-star,Ranged,"['Healing', 'Support']",Restores the HP of allies,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/f/f8/Shining_icon.png/revision/latest/scale-to-width-down/120?cb=20190620083403,"Shining, Sarkaz healer, will do everything she can to provide medical care for the squad.","Simple, yet a mystery you can't seem to solve no matter what.",FO01,,175 cm,Normal,Standard,char_147_shining,854,1204,1451,1613,,180,296,424,530,80.0,60,88,110,138,20.0,0,0,0,0,70s,70s,70s,70s,18,18,20,20,1,1,1,1,2.85s,2.85s,2.85s,2.85s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/2/22/Shining.png/revision/latest?cb=20190724040734', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/a/af/Shining_Elite_2.png/revision/latest?cb=20190724040755', 'Silent Night DN02': 'https://static.wikia.nocookie.net/mrfz/images/6/6e/Shining_Skin_1.png/revision/latest?cb=20200201080806'}",7 years,Kazdel,October 7th,Sarkaz,"Non-infected as confirmed by medical report.As a Sarkaz, not being infected is both a blessing and a curse.",Standard,Normal,Excellent,Outstanding
Siege,Vanguard,Pioneer,Glasgow,6-star,Melee,"['DP-Recovery', 'DPS']",Blocks 2 enemies,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/f/f8/Siege_icon.png/revision/latest/scale-to-width-down/120?cb=20190620083403,"Siege, leader of the Glasgow Gang, will carve a path for you.",She is a born leader.,GG01,Female,172 cm,Excellent,Excellent,char_112_siege,911,1199,1643,2251,,212,308,422,515,60.0,154,227,307,384,25.0,0,0,0,0,70s,70s,70s,70s,12,12,14,14,2,2,2,2,1.05s,1.05s,1.05s,1.05s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/f/f6/Siege.png/revision/latest?cb=20190724203453', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/6/6c/Siege_Elite_2.png/revision/latest?cb=20190724203519', 'Legacy': 'https://static.wikia.nocookie.net/mrfz/images/d/d3/Siege_Skin_1.png/revision/latest?cb=20200202013925', 'City Destroyer': 'https://static.wikia.nocookie.net/mrfz/images/b/ba/Siege_Skin_2.png/revision/latest?cb=20220414090720'}",5 years,Victoria,July 10th,Aslan,Non-Infected as confirmed by medical report.,Excellent,Excellent,Excellent,Standard
SilverAsh,Guard,Lord,Karlan Commercial,6-star,Melee,"['DPS', 'Support']",Can launch Ranged Attacks that deal 80% of normal ATK,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/0/0f/SilverAsh_icon.png/revision/latest/scale-to-width-down/120?cb=20190620083448,"SilverAsh, President of Karlan Trade CO., LTD, has signed the contract with Rhodes Island and is ready to join the field.",Let your guard down. There are no traps in the conditions she,JC01,Male,192 cm,Standard,Standard,char_172_svrash,1075,1536,2022,2560,,297,444,577,713,50.0,189,259,329,397,50.0,5,5,10,10,70s,70s,70s,70s,18,18,20,20,2,2,2,2,1.3s,1.3s,1.3s,1.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/2/24/SilverAsh.png/revision/latest?cb=20190628063248', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/6/6d/SilverAsh_Elite_2.png/revision/latest?cb=20190628063249', ""York's Bise"": 'https://static.wikia.nocookie.net/mrfz/images/c/cc/SilverAsh_Skin_1.png/revision/latest?cb=20200201080807', 'Seeker SKm01': 'https://static.wikia.nocookie.net/mrfz/images/3/3e/SilverAsh_Skin_2.png/revision/latest?cb=20200826220938'}",4 years,Kjerag,February 15th,Feline,Medical tests have confirmed that no infection is present.,Standard,Outstanding,Excellent,Standard
Skadi,Guard,Dreadnought,Abyssal Hunters,6-star,Melee,"['DPS', 'Survival']",Blocks 1 enemy,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/4/4c/Skadi_icon.png/revision/latest/scale-to-width-down/120?cb=20190620083449,"Skadi, bounty hunter, has come with the tide to drown your enemies.","She's a bit out of her element, literally.",AA01,Female,166 cm,Standard,Outstanding,char_263_skadi,1521,2174,2938,3866,,452,665,842,1015,80.0,116,167,220,263,40.0,0,0,0,0,70s,70s,70s,70s,17,17,19,19,1,1,1,1,1.5s,1.5s,1.5s,1.5s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/2/2b/Skadi.png/revision/latest?cb=20190724203654', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/7/7c/Skadi_Elite_2.png/revision/latest?cb=20190724203716', 'Waverider WR04': 'https://static.wikia.nocookie.net/mrfz/images/0/04/Skadi_Skin_1.png/revision/latest?cb=20200811102050'}",13 years,Ægir,March 7th,Unknown[note 1],Non-infected as confirmed by medical report.,■■,Standard,Excellent,Flawed
Skadi the Corrupting Heart,Supporter,Bard,Aegir,6-star,Ranged,"['Support', 'Survival', 'DPS']",Does not attack but continuously restores the HP of all allies within range (the HP restored per second is equal to 10% of self ATK). Self is unaffected by Inspiration,Headhunting (Celebration limited),https://static.wikia.nocookie.net/mrfz/images/0/02/Skadi_the_Corrupting_Heart_icon.png/revision/latest/scale-to-width-down/120?cb=20210501125739,"Skadi the Corrupting Heart, a visitor familiar yet unbeknownst to you.",Are you willing to welcome it?,CR01,Female,166 cm,Excellent,Outstanding,char_1012_skadi2,613,877,1202,1603,,145,228,305,368,50.0,93,139,186,233,30.0,0,0,0,0,70s,70s,70s,70s,6,6,8,8,1,1,1,1,1s,1s,1s,1s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/c/cf/Skadi_the_Corrupting_Heart.png/revision/latest?cb=20210501130244', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/5/56/Skadi_the_Corrupting_Heart_Elite_2.png/revision/latest?cb=20210501130300', 'Sublimation': 'https://static.wikia.nocookie.net/mrfz/images/1/13/Skadi_the_Corrupting_Heart_Skin_1.png/revision/latest?cb=20220502081329'}",––,Ægir,March 7th,Undisclosed[note 1],Medical tests have confirmed that no infection is present.The following discussion summaries are all based upon observations and calculations of the person in question's cell proliferation status.,Excellent,——,——,Flawed
Specter the Unchained,Specialist,Dollkeeper,Abyssal Hunters,6-star,Melee,"['DPS', 'Fast-Redeploy']","Does not retreat upon receiving lethal damage, instead swaps to a <Substitute> (Substitute has 0 Block). Swaps back to the original after 20 seconds",[CN] Headhunting (Celebration limited),https://static.wikia.nocookie.net/mrfz/images/d/d5/Specter_the_Unchained_icon.png/revision/latest/scale-to-width-down/120?cb=20220501090444,Specter the Unchained has broke free from her chains and awakened from her insanity.,Her madness remains while fighting.,CR02,Female,162 cm,Excellent,Excellent,char_1023_ghost2,1311,1749,2214,2803,,335,459,604,737,80.0,133,205,267,322,,0,0,0,0,70s,70s,70s,70s,14,14,16,16,2,2,2,2,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/0/0d/Specter_the_Unchained.png/revision/latest?cb=20220501091147', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/d/db/Specter_the_Unchained_Elite_2.png/revision/latest?cb=20220501091141'}",,Ægir,July 27th,Aegir[note 1],"Showed no outward symptoms of Originium infection, but confirmed Infected by medical examination.Due to Specter's unique Oripathy status, clinical research to diagnose it remains ongoing.",Excellent,Standard,Excellent,Flawed
Surtr,Guard,Arts Fighter,Rhodes Island,6-star,Melee,['DPS'],Deals Arts Damage,Headhunting,https://static.wikia.nocookie.net/mrfz/images/5/5a/Surtr_icon.png/revision/latest/scale-to-width-down/120?cb=20200924072128,"Rhodes Island Guard Operator Surtr, a person difficult to approach.",Hopefully she will make an exception for the Doctor.,R111,Female,162 cm,Normal,Normal,char_350_surtr,1330,1750,2216,2916,,288,418,544,672,100.0,186,267,343,414,,10,10,10,15,70s,70s,70s,70s,19,19,21,21,1,1,1,1,1.25s,1.25s,1.25s,1.25s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/1/13/Surtr.png/revision/latest?cb=20200924031750', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/2/26/Surtr_Elite_2.png/revision/latest?cb=20200924031758', 'Liberté//Échec': 'https://static.wikia.nocookie.net/mrfz/images/0/0c/Surtr_Skin_1.png/revision/latest?cb=20210601155908'}",2 years,Unknown,January 22nd,Sarkaz,Confirmed Infected by medical examination.,Normal,Excellent,Normal,Flawed
Suzuran,Supporter,Decel Binder,Siracusa,6-star,Ranged,"['Slow', 'Support', 'DPS']",Deals Arts Damage and Slows the target for a short time,Headhunting,https://static.wikia.nocookie.net/mrfz/images/5/5f/Suzuran_icon.png/revision/latest/scale-to-width-down/120?cb=20200711010010,"Suzuran, Rhodes Island Operator, has nine times the strength, and the fluffiness.","The mysticism and artistry of Higashi, the freedom and yearning of Siracusa.",R172,Female,137 cm,Standard,Normal,char_358_lisa,673,922,1184,1480,,220,324,432,521,75.0,57,83,107,128,,15,15,20,25,70s,70s,70s,70s,14,14,16,16,1,1,1,1,1.9s,1.9s,1.9s,1.9s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/c/cc/Suzuran.png/revision/latest?cb=20200711010008', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/c/c4/Suzuran_Elite_2.png/revision/latest?cb=20200711010009', 'Lostlands Flowering': 'https://static.wikia.nocookie.net/mrfz/images/9/9a/Suzuran_Skin_1.png/revision/latest?cb=20200926184851'}",None,Far East,October 9th,Vulpo,Confirmed Infected by medical examination.,Normal,Standard,Standard,Excellent
Thorns,Guard,Lord,Iberia,6-star,Melee,"['DPS', 'Defense']",Can launch Ranged Attacks that deal 80% of normal ATK,Headhunting,https://static.wikia.nocookie.net/mrfz/images/0/00/Thorns_icon.png/revision/latest/scale-to-width-down/120?cb=20200825082106,"Thorns, Guard Operator of Rhodes Island, wastes not an ounce of energy, calculating each strike meticulously.",He'll cooperate according to his own interpretation of the commands.,II01,Male,177 cm,Standard,Standard,char_293_thorns,1096,1567,2063,2612,,296,442,575,711,30.0,191,263,333,402,70.0,5,5,10,10,70s,70s,70s,70s,18,18,20,20,2,2,2,2,1.3s,1.3s,1.3s,1.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/9/9e/Thorns.png/revision/latest?cb=20200811101847', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/b/b6/Thorns_Elite_2.png/revision/latest?cb=20200811101846', 'Cómodo': 'https://static.wikia.nocookie.net/mrfz/images/4/42/Thorns_Skin_1.png/revision/latest?cb=20210601155924'}",5 years,Iberia,March 17th,Aegir,Medical tests have confirmed that no infection is present.,Excellent,Standard,Excellent,Standard
W,Sniper,Artilleryman,Babel,6-star,Ranged,"['AoE', 'DPS', 'Crowd-Control']",Deals AOE Physical Damage,Headhunting (Celebration limited),https://static.wikia.nocookie.net/mrfz/images/c/c9/W_icon.png/revision/latest/scale-to-width-down/120?cb=20200501132155,"W, Sarkaz mercenary, is the single most dangerous signal on the battlefield.",Nothing good ever comes of her laughter. And she's always laughing.,B214,Female,165 cm,Standard,Excellent,char_113_cqbw,821,1027,1284,1605,,397,568,711,912,100.0,68,89,112,133,,0,0,0,0,70s,70s,70s,70s,25,25,27,29,1,1,1,1,2.8s,2.8s,2.8s,2.8s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/2/25/W.png/revision/latest?cb=20200501132649', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/6/64/W_Elite_2.png/revision/latest?cb=20200501132518', 'Fugue': 'https://static.wikia.nocookie.net/mrfz/images/6/60/W_Skin_1.png/revision/latest?cb=20201214010748'}",11 years,Kazdel‏‎,Claims to have forgotten.,Sarkaz,Confirmed Infected by medical examination.,Standard,Outstanding,Excellent,Standard
